Fname,Content_Transfer_Encoding_field,Content_Type,Received_SPF,DKIM,X_Mailer_exists,From_count_addresses,From_header_missing,From_has_title,From_dn_exists,From_DN_whitespaces,FROM_DOMAIN_EQUAL_MESSAGEID_DOMAIN,FROM_DOMAIN_EQUAL_TO_DOMAIN,From_DN_has_nonascii,From_address_equal_reply_address,From_address_equal_to_address,From_DN_count_special_chars,Reply_TO_empty,Reply_TO_questionmark,To_count_addresses,To_undisclosed,To_empty,BCC_count_recepients,Cc_count_recepients,Subject_special_chars,Total_emailadresses,Label
1049237677.1894_4374.txt,0,3,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,1,1
1049239960.1894_4391.txt,0,1,5,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1
1049255840.1894_4411.txt,0,1,5,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1
1049255841.1894_4414.txt,0,3,5,0,1,1,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,1,1,2,1
1049255843.1894_4420.txt,0,1,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,2,1
1049294016.1894_4442.txt,0,1,5,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,1
1049294078.1894_4466.txt,0,3,5,0,1,1,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049294081.1894_4470.txt,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1049296414.20967_107.txt,0,3,5,0,1,1,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049296414.20967_109.txt,0,0,5,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,1,1
1049296414.20967_71.txt,0,1,5,0,1,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049296414.20967_83.txt,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,1
1049296414.20967_87.txt,0,1,5,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1
1049296414.20967_89.txt,0,3,5,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049296414.20967_93.txt,0,1,5,0,1,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049296414.20967_99.txt,0,3,5,0,1,1,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049296431.20982_3.txt,0,1,5,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1
1049310918.1894_4515.txt,0,3,5,0,1,1,0,0,1,1,0,0,0,1,0,2,1,0,3,0,0,0,0,1,4,1
1049314951.1894_4521.txt,0,3,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049315936.1894_4524.txt,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1
1049317730.1894_4528.txt,0,1,5,0,0,1,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,4,1,2,1
1049326714.1894_4540.txt,0,0,5,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049341514.1894_4543.txt,0,1,5,0,1,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049341516.1894_4549.txt,0,3,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,4,0,0,0,0,1,5,1
1049341786.1271_21.txt,0,0,5,0,0,1,0,0,1,0,1,0,0,1,0,2,1,0,0,0,0,0,0,1,1,1
1049341786.1271_31.txt,0,0,5,0,0,1,0,0,1,2,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049341786.1271_41.txt,0,1,5,0,0,1,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049341786.1271_43.txt,0,3,5,0,0,1,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049341786.1271_53.txt,0,1,5,0,0,1,0,0,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,1
1049341786.1271_55.txt,0,3,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1
1049341786.1271_57.txt,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,1
1049341786.1271_59.txt,0,1,5,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,1
1049345064.1894_4559.txt,0,3,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049378713.1894_4585.txt,0,0,5,0,1,1,0,0,1,1,0,0,0,1,0,2,1,0,0,0,0,0,0,1,1,1
1049383386.1894_4609.txt,0,3,5,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049383659.8669_15.txt,0,1,5,0,0,1,0,0,1,2,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049383659.8669_21.txt,0,1,5,0,0,1,0,0,1,2,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049383659.8669_27.txt,0,1,5,0,0,1,0,0,1,2,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049383659.8669_31.txt,0,1,5,0,0,1,0,0,1,2,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049383659.8669_33.txt,0,1,5,0,0,1,0,0,1,2,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049383659.8669_35.txt,0,1,5,0,0,1,0,0,1,2,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049383659.8669_37.txt,0,1,5,0,0,1,0,0,1,2,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049383668.8669_66.txt,0,3,5,0,1,1,0,0,1,1,1,0,0,1,0,2,1,0,7,0,0,0,0,1,8,1
1049383668.8669_68.txt,0,3,5,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049383668.8669_74.txt,0,0,5,0,0,1,0,0,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,1
1049383668.8669_78.txt,0,0,5,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049383668.8669_80.txt,0,0,5,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049393000.1894_4633.txt,0,1,5,0,1,1,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049400958.1894_4654.txt,0,1,5,0,0,1,0,0,1,2,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049408951.1894_4679.txt,0,1,5,0,1,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049411164.1894_4682.txt,0,3,5,0,1,1,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049415455.1894_4688.txt,0,3,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,4,0,0,0,0,1,5,1
1049429573.1894_4694.txt,0,0,5,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,1
1049429593.1894_4699.txt,0,1,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049429594.1894_4705.txt,0,3,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,2,0,0,0,0,1,3,1
1049430566.26625_105.txt,0,3,5,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,1
1049430566.26625_109.txt,0,1,5,0,1,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049430566.26625_111.txt,0,1,5,0,1,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049430566.26625_113.txt,0,1,5,0,1,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049430566.26625_115.txt,0,3,5,0,0,1,0,0,1,2,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049430566.26625_79.txt,0,3,5,0,1,1,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049430566.26625_81.txt,0,0,5,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049430566.26625_83.txt,0,0,5,0,0,1,0,0,1,2,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049430566.26625_95.txt,0,1,5,0,1,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049466669.1894_4719.txt,0,3,5,0,0,1,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049466671.1894_4722.txt,0,1,5,0,1,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049466681.1894_4732.txt,0,1,5,0,1,1,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1
1049467111.1894_4736.txt,0,3,5,0,1,1,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049472301.1894_4765.txt,0,3,5,0,0,1,0,0,1,2,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049472835.1894_4768.txt,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
1049473646.1894_4774.txt,0,0,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049474251.1894_4777.txt,0,1,5,0,1,1,0,0,1,0,1,0,0,1,0,2,1,0,0,0,0,0,0,1,1,1
1049479956.1894_4794.txt,0,1,5,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,4,1,2,1
1049482763.1894_4802.txt,0,1,5,0,1,1,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1
1049489995.1894_4816.txt,0,3,5,0,1,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049495105.1894_4823.txt,0,1,5,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,1
1049498022.7967_2.txt,0,1,5,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049498049.7972_101.txt,0,1,5,0,0,1,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049498049.7972_103.txt,0,3,5,0,1,1,0,0,1,1,0,0,0,1,0,2,1,0,4,0,0,0,0,1,5,1
1049498049.7972_105.txt,0,1,5,0,1,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049498049.7972_107.txt,0,3,5,0,0,1,0,0,1,2,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049498049.7972_119.txt,0,1,5,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1
1049498049.7972_123.txt,0,3,5,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049498049.7972_75.txt,0,0,5,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,1,1
1049498049.7972_83.txt,0,3,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,2,1
1049498049.7972_85.txt,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,1
1049498049.7972_93.txt,0,0,5,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,1,1,0,0,0,1,2,1
1049498049.7972_95.txt,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,1
1049498049.7972_97.txt,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,1
1049498070.1894_4827.txt,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1
1049510903.1894_4841.txt,0,1,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,2,1
1049510907.1894_4850.txt,0,3,5,0,1,1,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049511406.1894_4857.txt,0,0,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049549868.1894_4871.txt,0,3,5,0,1,1,0,0,1,1,0,0,0,1,0,2,1,0,4,0,0,0,0,1,5,1
1049549872.1894_4883.txt,0,1,5,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,4,1,2,1
1049549882.1894_4890.txt,0,1,5,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1
1049549921.1894_4900.txt,0,0,5,0,1,1,0,0,1,1,1,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049549922.1894_4903.txt,0,1,5,0,1,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1
1049723319.1894_4939.txt,0,0,5,0,1,1,0,0,1,1,1,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049723321.1894_4945.txt,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1049723323.1894_4951.txt,0,1,5,0,0,1,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049723326.1894_4963.txt,0,1,5,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049727923.1894_4979.txt,0,3,5,0,1,1,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049727934.1894_4998.txt,0,4,5,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,1
1049727939.1894_5005.txt,0,3,5,0,1,1,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049727975.1894_5021.txt,0,1,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049727979.1894_5027.txt,0,1,5,0,1,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049727991.1894_5037.txt,0,3,5,0,1,1,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049727991.1894_5040.txt,0,0,5,0,1,1,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049727996.1894_5052.txt,0,4,5,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,1
1049728025.1894_5071.txt,0,3,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049728025.1894_5074.txt,0,1,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049728027.1894_5080.txt,0,3,5,0,1,1,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,4,1,2,1
1049728041.1894_5107.txt,0,1,5,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1
1049728047.1894_5111.txt,0,1,5,0,0,1,0,0,1,1,1,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049728048.1894_5114.txt,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1049728058.1894_5133.txt,0,3,5,0,0,1,0,0,1,1,0,0,0,1,0,2,1,0,2,0,0,0,0,0,3,1
1049728064.1894_5146.txt,0,1,5,0,1,1,0,0,1,4,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,1
1049728195.1894_5153.txt,0,3,5,0,0,1,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049728210.1894_5176.txt,0,3,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049739984.1894_5209.txt,0,3,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,7,0,0,0,0,1,8,1
1049739985.1894_5212.txt,0,1,5,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049741375.1894_5224.txt,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1049742699.1894_5230.txt,0,3,5,0,1,1,0,0,1,1,0,0,0,1,0,2,1,0,3,0,0,0,0,1,4,1
1049749325.29777_65.txt,0,0,5,0,1,1,0,1,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,1
1049758608.1894_5251.txt,0,1,5,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1
1049758993.32464_15.txt,0,1,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049758993.32464_19.txt,0,3,5,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,1
1049759384.32632_233.txt,0,1,5,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,4,1,2,1
1049759384.32632_235.txt,0,0,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049759384.32632_239.txt,0,0,5,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049759384.32632_243.txt,0,0,5,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,1
1049759384.32632_245.txt,0,0,5,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,1
1049759384.32632_249.txt,0,0,5,0,1,1,0,0,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,1,2,1
1049759384.32632_255.txt,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1
1049759384.32632_259.txt,0,0,5,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,1
1049759384.32632_263.txt,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,1
1049759384.32632_271.txt,0,0,5,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049759384.32632_275.txt,0,0,5,0,0,1,0,0,1,2,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049759384.32632_287.txt,0,0,5,0,0,1,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049759384.32632_295.txt,0,0,5,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,1
1049759384.32632_299.txt,0,3,5,0,1,1,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,1,1,2,1
1049759384.32632_301.txt,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,1
1049759384.32632_307.txt,0,0,5,0,0,1,0,0,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,1
1049759384.32632_309.txt,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,1
1049759384.32632_315.txt,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,1
1049759384.32632_319.txt,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,1
1049759384.32632_333.txt,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,1
1049759384.32632_335.txt,0,1,5,0,1,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049759384.32632_339.txt,0,3,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,7,0,0,0,0,1,8,1
1049759384.32632_345.txt,0,3,5,0,0,1,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049759384.32632_347.txt,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
1049759384.32632_361.txt,0,1,5,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1
1049759384.32632_365.txt,0,1,5,0,0,1,0,0,1,3,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049759384.32632_377.txt,0,3,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,1
1049759384.32632_381.txt,0,1,5,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,1
1049759384.32632_385.txt,0,3,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,1,1
1049759384.32632_387.txt,0,1,5,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,1
1049759384.32632_391.txt,0,1,5,0,1,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049759384.32632_405.txt,0,3,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049759384.32632_419.txt,0,3,5,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049759384.32632_425.txt,0,1,5,0,1,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049759384.32632_429.txt,0,1,5,0,0,1,0,0,1,2,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049759384.32632_431.txt,0,5,5,0,1,1,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,1
1049759384.32632_433.txt,0,1,5,0,1,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049759384.32632_439.txt,0,1,5,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,1
1049759384.32632_441.txt,0,3,5,0,0,1,0,0,1,1,0,0,0,1,0,2,1,0,10,0,0,0,0,1,11,1
1049759384.32632_443.txt,0,1,5,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1
1049759384.32632_447.txt,0,4,5,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,6,0,2,1
1049759384.32632_449.txt,0,3,5,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049759384.32632_451.txt,0,3,5,0,1,1,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
1049759384.32632_455.txt,0,3,5,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,1
