Fname,Content_Transfer_Encoding_field,Content_Type,Received_SPF,DKIM,X_Mailer_exists,From_count_addresses,From_header_missing,From_has_title,From_dn_exists,From_DN_whitespaces,FROM_DOMAIN_EQUAL_MESSAGEID_DOMAIN,FROM_DOMAIN_EQUAL_TO_DOMAIN,From_DN_has_nonascii,From_address_equal_reply_address,From_address_equal_to_address,From_DN_count_special_chars,Reply_TO_empty,Reply_TO_questionmark,To_count_addresses,To_undisclosed,To_empty,BCC_count_recepients,Cc_count_recepients,Subject_special_chars,Total_emailadresses,Label
00008.b42457819236bee543bebffb61b91e44.eml,0,3,5,0,0,1,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,0
00009.13c349859b09264fa131872ed4fb6e4e.eml,0,2,5,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0
00009.371eca25b0169ce5cb4f71d3e07b9e2d.eml,0,0,5,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0
00009.ddea79a02a9978cb3dafef3c05ff37a6.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,1,0,2,0,0,1,0,0,0,0,1,2,0
00010.145d22c053c1a0c410242e46c01635b3.eml,0,0,5,0,1,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00010.d1b4dbbad797c5c0537c5a0670c373fd.eml,0,0,5,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,3,1,2,0
00010.e82bd1f5f7eae426682a7f8e4cbf1ae6.eml,0,3,5,0,0,1,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,0
00011.acdfa5be40e7b6c3ad3df28c63670c7c.eml,0,1,5,0,1,1,0,0,1,3,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00011.bc1aa4dca14300a8eec8b7658e568f29.eml,0,0,5,0,1,1,0,0,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0
00011.fbcde1b4833bdbaaf0ced723edd6e355.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00012.3c1ff7380f10a806321027fc0ad09560.eml,0,2,5,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,2,1,2,0
00012.48a387bc38d1316a6f6b49e8c2e43a03.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,1,0,2,0
00012.58a866f18474d94989984958e1789df4.eml,0,1,5,0,1,1,0,0,1,3,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00013.15135df1ed8198dbea3fcd0cb8d071ae.eml,0,0,5,0,1,1,0,0,1,3,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00013.245fc5b9e5719b033d5d740c51af92e0.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0
00013.81c34741dbed59c6dde50777e27e7ea3.eml,0,0,5,0,0,1,0,0,1,2,0,0,0,1,0,2,0,0,1,0,0,0,1,1,2,0
00014.8e21078a89bd9c57255d302f346551e8.eml,0,0,5,0,1,1,0,0,1,1,1,0,0,1,0,2,0,0,1,0,0,0,0,1,2,0
00014.a1f7ca2723b9e4060e7c73b6e1fed642.eml,0,0,5,0,0,1,0,0,1,0,1,1,0,1,1,2,1,0,1,0,0,0,0,1,2,0
00014.cb20e10b2bfcb8210a1c310798532a57.eml,0,2,5,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,2,0,0,0,0,1,3,0
00015.4d7026347ba7478c9db04c70913e68fd.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00015.ada83ed8f5e09b7dd5b268dafb0d7e8d.eml,0,1,5,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0
00015.d5c8f360cf052b222819718165db24c6.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00016.47e87c7e7f6c78738ad4fb654dbdaaac.eml,0,1,5,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0
00016.bc1f434b566619637a0de033cd3380d1.eml,0,0,5,0,1,1,0,0,1,1,1,0,0,1,0,2,0,0,1,0,0,0,0,1,2,0
00016.ef397cef16f8041242e3b6560e168053.eml,0,0,5,0,0,1,0,0,1,2,1,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0
00017.08ef2d89f14cf7e2a458b80697eb1837.eml,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0
00017.840244edb8cc88aba7129296ea536212.eml,0,3,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00017.8b965080dfffada165a54c041c27e33f.eml,0,0,5,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00018.3b6a8c5da4043f2a6a63a1ae12bd9824.eml,0,0,5,0,1,1,0,0,1,4,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00018.6fee38026193b5adde4b56892a6f14bc.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,2,0,0,0,0,1,3,0
00018.75bf8472753f24aa22df72c7301e07ec.eml,0,1,5,0,1,1,0,0,1,3,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00019.5322cb10d8819b39499924d852819c27.eml,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0
00019.c6b272a04ec32252f7c685f464ae3942.eml,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00019.e35a7a6a1a6bdd0d2e164db2f6a0e4ef.eml,0,1,5,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0
00020.83ef024f76cc42b8245a683ed9b38406.eml,0,0,5,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0
00020.d10651e31fcb92630c6229ec773cfe26.eml,0,0,5,0,1,1,0,0,1,2,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00020.eca3ca2c144cd6ceaf677f3d8b7b0eed.eml,0,1,5,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0
00021.607c41268c5b0d66e81b58713a66d12c.eml,0,0,5,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0
00021.ba795c59691c8f5d8a02425fdd9bf0ea.eml,0,0,5,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0
00022.48098f942c31097d2ef605df44dd8593.eml,0,0,5,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0
00022.66e4bce429ab25c5d2c7e8a1a38838a0.eml,0,1,5,0,1,1,0,0,1,3,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00022.b7c5c97a3a140eed207b9e90d4e650a1.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00023.0e033ed93f68fcb5aab26cbf511caf0e.eml,0,0,5,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00023.e0e815ea1d7fd40e7e70b4c0035bef0c.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00023.fdefc991ac9ee6ab05fe5035b74cef1d.eml,0,1,5,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0
00024.066b89ecd18c7688e91833f97cf415ca.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00024.59c2cb781c60594315241e2b50ea70e2.eml,0,0,5,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0
00024.9d2b87b00039e2527adfebd188dd3e98.eml,0,1,5,0,1,1,0,0,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00025.84faba510a966c90f6ca7658260a7e4c.eml,0,0,5,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,2,0,0,0,0,1,3,0
00025.c27f4dd57c84c01305bd30bdee96810b.eml,0,1,5,0,1,1,0,0,1,3,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0
00025.d685245bdc4444f44fa091e6620b20b3.eml,0,0,5,0,1,1,0,0,1,4,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00026.1757d50d495d41e8a5eb30a2f371019c.eml,0,0,5,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00026.bb0f14a06b51317f3fc7854cdaae5cdb.eml,0,1,5,0,1,1,0,0,1,3,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00026.f9755fb0cee92676d7bd76d32bc5f50f.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00027.4d456dd9ce0afde7629f94dc3034e0bb.eml,0,0,5,0,1,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,0
00027.87ab6708d16f330c0cb84c42a2adf154.eml,0,1,5,0,1,1,0,0,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00027.c9e76a75d21f9221d65d4d577a2cfb75.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,1,0,2,0
00028.13ae4e6472d6f2ded79066b8a7472a27.eml,0,1,5,0,1,1,0,0,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00028.4e9595edd918f1a5fa26f8740cfdb358.eml,0,0,5,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,1,0,2,0
00028.ddbae7c7b229813409ae50c47624ddb9.eml,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,2,1,2,0
00029.56d4310a82386b76b9e771523d571e67.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,2,1,2,0
00029.807838f09bfb11b71e179a75334a5a62.eml,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,0,1,0,3,0
00029.844ef4d2066aab3fdf93692142d5911f.eml,0,1,5,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00030.81e02cde7ddb4986b99b38a31ef8cf9a.eml,0,1,5,0,1,1,0,0,1,4,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00030.cc523265aefc37ee6ce3015d8ff6aa24.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00030.cc78e84cd398ff4a2e9e287263de928f.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00031.2ca10bdfae710ae978fe69ac84d9e98c.eml,0,0,5,0,0,1,0,0,1,0,1,1,0,1,1,2,1,0,1,0,0,0,0,1,2,0
00031.7caef7fe7af2114d0e4bf6aa0faf3a03.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00031.ac7e81ff64671b17569d2c6a66648bb2.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00032.57e29a75bca42afb412fc68d5051aa20.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00032.75f27327d5f41f09e0b2160c62097643.eml,0,0,5,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,2,0,0,0,4,0,3,0
00032.f84b348f70e22edf30de5cc219e50e36.eml,0,1,5,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0
00033.2ceb520d2c6500ccf24357f2ebdce618.eml,0,0,5,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,0
00033.7a0734f109eb2eb8945950c9e20b244b.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00033.a09f363a94e0c632227ab453b9fd4908.eml,0,3,5,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00034.1d56abea55f3c516d0ffdd4f1e8b883b.eml,0,0,5,0,1,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00034.6c4a2965d18007340b85034c167848ec.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,4,0,2,0
00034.a3365d4376445f183171dad145d0b82d.eml,0,1,5,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0
00035.9069e05ad40dd0f98cdae72072ee7186.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,1,0,2,1,0,1,0,0,0,0,1,2,0
00035.a0e0e8cdca0b8352a9e9c2c81e5d5cd7.eml,0,1,5,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00035.d598efa269efe5000552f0322851a379.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,4,0,2,0
00036.6620b4d55c147aca7688250f16685d0d.eml,0,0,5,0,1,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00036.719795e8d4670c6d8095274b18b59749.eml,0,0,5,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00036.b2641f0e9ff64695cf368088640bee0c.eml,0,1,5,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0
00037.55830ddeb2e48be48787c1fb1656ee47.eml,0,3,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00037.5a7af2f7bd57a2f50b7cfa05d5e37c29.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00037.8654538f4f68f933488f6a16aaadd0ce.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,1,1,2,0
00038.a5f3ff0736ac35b3102c6712ffed9a60.eml,0,1,5,0,1,1,0,0,1,3,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00038.cd457af47eb78d4b93c7d94043a43108.eml,0,0,5,0,1,1,0,0,1,2,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00038.fba603f864720b7894b7b05e6e3f93c0.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,2,1,2,0
00039.3c9b6f5cf180783680d1a97f07f64b18.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,1,1,2,0
00039.b2b936a8501444b213f61f9ff193b480.eml,0,4,5,0,1,1,0,0,1,0,0,1,0,1,0,2,0,0,1,0,0,0,1,0,2,0
00039.be5e34dcebd922928045634015e3ed78.eml,0,0,5,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,2,0,0,0,0,1,3,0
00040.78ac9f85875ccded71e3bbb55a7e6ac1.eml,0,1,5,0,1,1,0,0,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00040.c1d2771cd9f2a815468140616fe7fef0.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00040.eec48d76fbc04e9b98c3de0f59af97ac.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00041.002af69a10eb9b6683a7cff5f3ac14b4.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00041.3df133ff5477778dffcc6c78921dc107.eml,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00041.aee0699a14f472a43d9a9d178aa21d70.eml,0,1,5,0,1,1,0,0,1,3,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00042.5b7f2a0e87c853e8c8e13d556c1320d2.eml,0,0,5,0,1,1,0,0,1,1,0,1,0,1,0,2,0,0,1,0,0,0,1,0,2,0
00042.801b0da4bd900fe0d77fa80f8a0287da.eml,0,0,5,0,0,1,0,0,1,1,0,1,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00042.efe6317ef2ebefe739aaeb4f0d51fbdb.eml,0,0,5,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00043.2a43cc6315e9e6c29045ce069c1f1c55.eml,0,0,5,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00043.d2673a72d215cbdd747dc98cde41fbd2.eml,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00043.d8d12ae6c64ff65812f48641822d4892.eml,0,1,5,0,1,1,0,0,1,4,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00044.1ed173a136e8d0494533ebbf203d8722.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00044.b2f03a4d512deb2c4702a3bd60a4fd88.eml,0,1,5,0,1,1,0,0,1,3,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00044.d087bf5e76ba737908b482cb028b056c.eml,0,0,5,0,1,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00045.2ee1e1652c664c64b323207f9e7a6f02.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,1,1,2,0
00045.f0a8de2cf2b3cf745341b960d7a0119f.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00045.f1d1f852b14ac9cc7b8af57fed17e1dc.eml,0,1,5,0,1,1,0,0,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00046.026e41e68016ebba835a855d4e2af80f.eml,0,1,5,0,1,1,0,0,1,3,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00046.add5074396ecada0869e4d3d547ff7f8.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,1,1,2,0
00046.c8491e68aa5652272d6511bb7d848d37.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,1,0,2,1,0,2,0,0,0,1,1,3,0
00047.39812fcb014cf9c22a2ff4fec61f3c19.eml,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00047.e16f5f2d37964469a4bea8d6028b2acc.eml,0,1,5,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0
00047.e67d0d53cbd3ffafe303cf4bd4e03d66.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,1,1,2,0
00048.1e067f31e83cc6ea3e9103b52f15588e.eml,0,0,5,0,0,1,0,0,1,2,0,0,0,1,0,2,0,0,1,0,0,0,1,1,2,0
00048.74cb47cb518e1ad1628b49ebbeb9d2b6.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00048.edce23084d9ebd5cd49924ba4bd2c344.eml,0,1,5,0,1,1,0,0,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00049.5b60c886154af7a3d742e87fb125eb7b.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00049.7ed9039cd4c9cb59c4be39fdeaca0c64.eml,0,1,5,0,1,1,0,0,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00049.838d44b342e0ab4743507510a8ca206f.eml,0,0,5,0,1,1,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00050.22f61c80e6b78b95140773a3ef3848eb.eml,0,1,5,0,1,1,0,0,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00050.425922b836765b577dcd7824591898db.eml,0,0,5,0,1,1,0,0,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00050.74d3103c5691914a530dcae2f656a1f5.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0
00051.03dcdb0e4e6100cfcf0eddbf78fbae17.eml,0,0,5,0,1,1,0,0,1,1,1,0,0,1,0,2,0,0,1,0,0,0,0,1,2,0
00051.2dbf15ab121393e6ea3e30a8a12fa23b.eml,0,1,5,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0
00051.c2215fd876c5f9e5da959c16c8e1b115.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00052.554e05bfafbdf397fc103a08c3a06652.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0
00052.706355b468fdd6ec4a291c1cef07436f.eml,0,0,5,0,0,1,0,0,1,0,1,1,0,1,1,2,1,0,1,0,0,0,0,1,2,0
00052.c6c74aeef6d36423f57807ad4c901dc4.eml,0,0,5,0,0,1,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,1,1,2,0
00053.5d91997e62360f3ab8094cad7b7cae66.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00053.64ab5b8544333b7c16af8c87b5ebe800.eml,0,1,5,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00053.707c625cb618aadafe3e54544fa3ca78.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00054.7e71da5e65cb85d5c483c3de59a5d63b.eml,0,1,5,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00054.f3e1dc8f3a7fdc5bec424db5e07e8ef8.eml,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00054.f61f8980e1e2ed80bd4a31f901a6118f.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,1,1,2,0
00055.1414fe3c3816bf0e13174847a15a2d30.eml,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1,0,0,0,1,1,2,0
00055.8481bc92aa3ab9d23ca30c0eaecfc5e4.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0
00055.d4984b38068ffd0b982eb1e5c117512f.eml,0,3,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
00056.6647a720da7dad641f4028c9f6fbf4e5.eml,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,1,1,2,0
00056.b510d34bac037c4c377b1f51dbe5f0d3.eml,0,0,5,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,1,1,2,0
00056.c17c95457d7524edd8a72b6de455c4d2.eml,0,1,5,0,1,1,0,0,1,3,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0
